ID,CLASS,TITLE,SUBJECTS
000113124001,LA 727/.M32,"State, society, and university in Germany, 1700-1914","Universities and Colleges--Germany--History
Germany--Intellectual Life
Germany--History--18th Century
Üniversiteler ve Yüksek Okullar--Almanya--Tarih
Almanya--Kültürel Ya?am
Almanya--Tarih--18. Yüzy?l"
000113125001,LC 208.8/.B68,Crossing the finish line : completing college at America's public universities,"College Graduates--United States--Social Conditions
Minority College Graduates--United States
Public Universities and Colleges--United States
Educational Attainment--United States
Educational Equalization--United States
Üniversite Mezunlar?--Birle?ik Devletler--Sosyal Ko?ullar
Az?nl?k Üniversite Mezunlar?--Birle?ik Devletler
Devlet Üniversiteleri ve Yüksek Okullar--Birle?ik Devletler
E?itimsel Kazan?m--Birle?ik Devletler
E?itim E?itli?i--Birle?ik Devletler"
000113126001,LA 226/.T43,Essential documents in the history of American higher education,"Education, Higher--United States--History
Universities and Colleges--United States--History
Education--History--Sources
E?itim, Yüksek--Birle?ik Devletler--Tarih
Üniversiteler ve Yüksek Okullar--Birle?ik Devletler--Tarih
E?itim--Tarih--Kaynaklar"
000113127001,LC 67.62/.S62,"Academic capitalism and the new economy : markets, state, and higher education","Education, Higher--Economic Aspects--United States
Business and Education--United States
Universities and Colleges--United States--Sociological Aspects
E?itim, Yüksek--Ekonomik Yönler--Birle?ik Devletler
?? ve E?itim--Birle?ik Devletler
Üniversiteler ve Yüksek Okullar--Birle?ik Devletler--Sosyolojik Yönler"
000113128001,LA 727/.W45,Organizing Enlightenment : information overload and the invention of the modern research university,"Universities and Colleges--Germany--History--18th Century
Universities and Colleges--Curricula--Germany--History--18th Century
Education, Higher--Germany--History--18th Century
Research--Germany--History--18th Century
Enlightenment--Germany
Education, Higher--Philosophy
Germany--Intellectual Life--19th Century
Üniversiteler ve Yüksek Okullar--Almanya--Tarih--18. Yüzy?l
Üniversiteler ve Yüksek Okullar--Müfredat--Almanya--Tarih--18. Yüzy?l
E?itim, Yüksek--Almanya--Tarih--18. Yüzy?l
Ara?t?rma--Almanya--Tarih--18. Yüzy?l
Ayd?nlanma--Almanya
E?itim, Yüksek--Felsefe
Almanya--Kültürel Ya?am--19. Yüzy?l"
000113129001,LB 2806.36/.P756,Privatizing the public university : perspectives from across the academy,"Privatization in Education--United States
Public Universities and Colleges--United States
Özelle?tirme, E?itimde--Birle?ik Devletler
Devlet Üniversiteleri ve Yüksek Okullar--Birle?ik Devletler"
000113131001,PA 8518/.J36,"Erasmus, man of letters : the construction of charisma in print","Erasmus, Desiderius, -1536--Authorship
Authors, Latin (Medieval and Modern)--Netherlands--Biography
Authors and Publishers--Netherlands--History--16th Century
Scholarly Publishing--Netherlands--History--16th Century
Printing--Netherlands--History--16th Century
Authorship--History--16th Century
Humanists--Netherlands
Netherlands--Intellectual Life--16th Century
Erasmus, Desiderius, -1536--Yazarl?k
Yazarlar, Latin (Orta Ça? ve Modern)--Hollanda--Biyografi
Yazarlar ve Yay?nc?lar--Hollanda--Tarih--16. Yüzy?l
?lmi Yay?n--Hollanda--Tarih--16. Yüzy?l
Yay?n--Hollanda--Tarih--16. Yüzy?l
Yazarl?k--Tarih--16. Yüzy?l
Hümanistler--Hollanda
Hollanda--Kültürel Ya?am--16. Yüzy?l"
000113132001,PR 6055 .N73/G74,The green road,"Families--Fiction
Adult Children--Fiction
House Selling--Fiction
Families--Ireland--Fiction
Interpersonal Relations--Fiction
Ireland--Fiction
Aileler--Roman
Yeti?kin Çocuklar--Roman
Ev Sat???--Roman
Aileler--?rlanda--Roman
Ki?ileraras? ?li?kiler--Roman
?rlanda--Roman"
000113133001,LA 657/.D3,The democratic intellect : Scotland and her universities in the nineteenth century,"Universities and Colleges--Scotland
Üniversiteler ve Yüksek Okullar--?skoçya"
000113135001,LB 2368/.A38,Advances and innovations in university assessment and feedback : a festchrift in honour of Professor Dai Hounsell,"Educational Tests and Measurements
Education, Higher--Great Britain
Education, Higher--Australia
College Students--Rating Of
College Teaching--Evaluation
Learning--Evaluation
E?itimsel Testler ve Ölçüler
E?itim, Yüksek--Büyük Britanya
E?itim, Yüksek--Avusturalya
Üniversite Ö?rencileri--Dereceler
Üniversite Ö?retimi--De?erlendirme
Ö?renme--De?erlendirme"
000113136001,DR 738.5 .K89/M55,"Streets of memory : landscape, tolerance, and national identity in Istanbul","City and Town Life--Turkey--Istanbul
Nostalgia--Turkey--Istanbul
Cosmopolitanism--Turkey--Istanbul
Landscapes--Social Aspects--Turkey--Istanbul
Toleration--Turkey--Istanbul
Nationalism--Turkey--Istanbul
Kuzguncuk (Istanbul, Turkey)--Social Life and Customs
Kuzguncuk (Istanbul, Turkey)--Ethnic Relations
Istanbul (Turkey)--Social Life and Customs
Istanbul (Turkey)--Ethnic Relations
?ehir ve Kasaba Ya?am?--Türkiye--?stanbul
Nostalji--Türkiye--?stanbul
Kozmopolitik--Türkiye--?stanbul
Manzaralar--Sosyal Yönler--Türkiye--?stanbul
Ho?görü--Türkiye--?stanbul
Milliyetçilik--Türkiye--?stanbul
Kuzguncuk (?stanbul, Türkiye)--Sosyal Ya?am ve Gelenekler
Kuzguncuk (?stanbul, Türkiye)--Etnik ?li?kiler
?stanbul (Türkiye)--Sosyal Ya?am ve Gelenekler
?stanbul (Türkiye)--Etnik ?li?kiler"
000113138001,HM 626/.S55,Memes in digital culture,"Social Evolution
Memes
Culture Diffusion
Internet--Social Aspects
Memetics
Sosyal Evrim
Memler
Kültür Yay?l?m?
?nternet--Sosyal Yönler
Memetik"
000113139001,LC 67.6/.S53,"Academic capitalism : politics, policies, and the entrepreneurial university","Education, Higher--Economic Aspects
College Teachers--Economic Conditions
Higher Education and State
Education, Higher--Political Aspects
Technology Transfer
E?itim, Yüksek--Ekonomik Yönler
Üniversite Ö?retmenleri--Ekonomik Ko?ullar
Yüksek E?itim ve Devlet
E?itim, Yüksek--Siyasi Yönler
Teknoloji Transferi"
000113140001,BL 2350 .C38/R45,"Religion, nation and democracy in the South Caucasus","Religion and Politics--Caucasus, South
Religion and State--Caucasus, South
Nationalism--Caucasus, South--Religious Aspects
Caucasus, South--Foreign Relations
Din ve Siyaset--Kafkasya, Güney
Din ve Devlet--Kafkasya, Güney
Milliyetçilik--Kafkasya, Güney--Dini Yönler
Kafkasya, Güney--D?? ?li?kiler"
000113141001,LB 2331.62/.U55,"University rankings, diversity, and the new landscape of higher education","Universities and Colleges--Ratings and Rankings
Education and Globalization
Üniversiteler ve Yüksek Okullar--Dereceler ve S?ralamalar
E?itim ve Küreselle?me"
000113142001,DR 592 .C465/A3,Hat?rat : 1913-1922,"Cemal Pa?a, 1872-1922--Biography
Politicians--Turkey--Biography
World War, 1914-1918--Turkey
Armenian Question
Turkey--History--Mehmed V, 1909-1918
Cemal Pa?a, 1872-1922--Biyografi
Siyasetçiler--Türkiye--Biyografi
I. Dünya Sava??, 1914-1918--Türkiye
Ermeni Sorunu
Türkiye--Tarih--V. Mehmet, 1909-1918"
000113143001,PT 2724 .E76/E719,O geri döndü = Er ist wieder da,"Hitler, Adolf, 1889-1945--Fiction
Germany--History--21st Century--Fiction
Hitler, Adolf, 1889-1945--Roman
Almanya--Tarih--21. Yüzy?l--Roman"
000113144001,BF 632/.P48,"?empanze paradoksu : özgüven, ba?ar? ve mutluluk için zihin yönetimi program? = The chimp paradox : the mind management program to help you achieve success, confidence, and happiness","Self-Control
Self-Actualization (Psychology)
?rade
Öz Gerçekle?tirme (Psikoloji)"
000113145001,PR 4172 .W7/T8,U?ultulu tepeler = Wuthering heights,"English Literature--Fiction
?ngiliz Edebiyat?--Roman"
000113146001,PS 3557 .E687/R585,Dirili? = Rizzoli and isles : die again,"Rizzoli, Jane, Detective (Fictitious Character)--Fiction
Isles, Maura (Fictitious Character)--Fiction
Policewomen--Fiction
Women Forensic Scientists--Fiction
Rizzoli, Jane, Dedektif (Hayali Karakter)--Roman
Isles, Maura (Hayali Karakter)--Roman
Kad?n Polisler--Roman
Kad?n Adli T?pç?lar--Roman"
000113147001,KKX 810/.G868,Borçlar hukuku : özel hükümler : k?sa ders kitab?,"Obligations (Law)--Turkey
Borçlar (Hukuk)--Türkiye"
000113148001,KKX 810/.G868,Borçlar hukuku : özel hükümler : k?sa ders kitab?,"Obligations (Law)--Turkey
Borçlar (Hukuk)--Türkiye"
000113149001,KKX 810 .G868/T87,Türk-?sviçre borçlar hukukunda ibra sözle?mesi,"Obligations (Law)--Turkey
Borçlar (Hukuk)--Türkiye"
000113150001,KKX 2720/.O49,?dare hukuku : themis,"Administrative Law--Turkey
?dare Hukuku--Türkiye"
000113152001,LA 227.4/.D455,"College : what it was, is, and should be","Education, Higher--Aims and Objectives--United States
E?itim, Yüksek--Hedefler ve Amaçlar--Birle?ik Devletler"
000113156001,NA 3565 .A1/O55,Anadolu Selçuklu türbeleri,"Anatolia--Shrines--Anatolian Seljuk Period
Seljuks--Architecture
Islamic Architecture--Turkey
Anadolu--Türbeler--Anadolu Selçuklu Dönemi
Selçuklular--Mimari
?slam Mimarisi--Türkiye"
000113157001,LB 2361/.F73,Reconstructing the university : worldwide shifts in academia in the 20th century,"Universities and Colleges--Curricula--History--20th Century
Curriculum Change--History--20th Century
Üniversiteler ve Yüksek Okullar--Müfredat--Tarih--20. Yüzy?l
Müfredat De?i?ikli?i--Tarih--20. Yüzy?l"
000113158001,JC 423/.S69,Democracy and democratization : processes and prospects in a changing world,"Democracy
Democratization
World Politics--1989-
International Relations
Demokrasi
Demokratikle?me
Dünya Siyaseti--1989-
Uluslararas? ?li?kiler"
000113159001,T 174.3/.I96,Ivory tower and industrial innovation : university-industry technology transfer before and after the Bayh-Dole act in the United States,"Technology Transfer--United States
Academic-Industrial Collaboration--United States
Teknoloji Transferi--Birle?ik Devletler
Akademik-Endüstriyel ??birli?i--Birle?ik Devletler"
000113160001,JA 86/.G56,A tale of two cultures : qualitative and quantitative research in the social sciences,"Political Science--Research--Methodology
Political Sociology--Research--Methodology
Social Sciences--Research--Methodology
Siyasi Bilimler--Ara?t?rma--Metodoloji
Siyasi Sosyoloji--Ara?t?rma--Metodoloji
Sosyal Bilimler--Ara?t?rma--Metodoloji"
000113161001,HF 5549.5 .T7/R235,Corporate universities : drivers of the learning organization,"Employer-Supported Education
Employees--Training of
Organizational Learning
Knowledge Management
??çi Destekli E?itim
Çal??anlar--E?itimleri
Örgütsel Ö?renme
Bilgi Yönetimi"
000113162001,LC 67.6/.A26,Academic capitalism the age of globalization,"Education, Higher--Economic Aspects
Business and Education
Capitalism and Education
Knowledge Economy
E?itim, Yüksek--Ekonomik Yönler
?? ve E?itim
Kapitalizm ve E?itim
Bilgi Ekonomisi"
000113163001,PQ 7797 .B635/D520,Tart??malar,"Borges, Jorge Luis, 1899-1986
Authors, Argentine--20th Century
Yazarlar, Arjantinli--20. Yüzy?l"
000113164001,PA 4037 .A44/A34,Akhilleus’u öldüren sava? : ?lyada’n?n gerçek hikayesi = The war that killed Achilles : the true story of the Iliad,"Homer--The Iliad
Trojan War--Literature and War
Homeros--?lyada
Truva Sava??--Edebiyat ve Sava?"
000113165001,DR 567/.A36,K?r?m Harbi'nde Silistre Müdafaas? : 1853-54 Tuna seferi,"Crimean War, 1853-1856
Turkey--History--1829-1878
K?r?m Sava??, 1853-1856
Türkiye--Tarih--1829-1878"
000113166001,DR 589/.A74,"?stiklal Harbi ve Anadolu, (1921-1923)","Turkey--History--Revolution, 1918-1923--Personal Narratives, Turkish
Turkey--History--1918-1960
Türkiye--Tarih--Kurtulu? Sava??, 1918-1923--Ki?isel Anlat?lar, Türk
Türkiye--Tarih--1918-1960"
000113167001,PL 248 .E76/Y37,Yar?m kalan yürüyü?,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000113168001,PL 248 .E7576/D86,Dünya bu kadar,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000113172001,PL 248 .C5483/B69,Bozk?rda altm??alt?,"Turkish Literature
Short Stories, Turkish
Türk Edebiyat?
K?sa Öyküler, Türkçe"
000113234001,DK 510.763/.P88,"Putin's Russia : past imperfect, future uncertain","Putin, Vladimir Vladimirovich, 1952---Political and Social Views
Russia (Federation)--Politics and Government--1991-
Putin, Vladimir Vladimirovich, 1952---Siyasi ve Sosyal Görü?ler
Rusya (Federasyon)--Siyaset ve Yönetim--1991-"
000113238001,HM 753/.A58,Anti-modernism : radical revisions of collective identity,"National Characteristics
Group Identity--Balkan Peninsula
Group Identity--Europe, Central
Ulusal Özellikler
Grup Kimli?i--Balkan Yar?madas?
Grup Kimli?i--Avrupa, Orta"
000113241001,D 34 .S65/C37,Silent conflict : a hidden history of early Soviet-Western relations,"Soviet Union--Foreign Relations--Europe, Western--History
Europe, Western--Foreign Relations--Soviet Union--History
Soviet Union--Foreign Relations--1917-1945--History
Sovyetler Birli?i--D?? ?li?kiler--Avrupa, Bat?--Tarih
Avrupa, Bat?--D?? ?li?kiler--Sovyetler Birli?i--Tarih
Sovyetler Birli?i--D?? ?li?kiler--1917-1945--Tarih"
000113246001,D 1065 .R9/E87,Eurasianism and the European far right : reshaping the Europe-Russia relationship,"Dugin, Aleksandr--Political and Social Views
Eurasian School
Radicalism--Europe, Western
Radicalism--Russia (Federation)
Ideology--Political Aspects--Europe, Western
Ideology--Political Aspects--Russia (Federation)
Europe, Western--Relations--Russia (Federation)
Russia (Federation)--Relations--Europe, Western
Europe, Western--Politics and Government--1989-
Russia (Federation)--Politics and Government--1991- 
Dugin, Aleksandr--Siyasi ve Sosyal Görü?ler
Avrasya Okulu
Radikalcilik--Avrupa, Bat?
Radikalcilik--Rusya (Federasyon)
?deoloji--Siyasi Yönler--Avrupa, Bat?
?deoloji--Siyasi Yönler--Rusya (Federasyon)
Avrupa, Bat?--?li?kiler--Rusya (Federasyon)
Rusya (Federasyon)--?li?kiler--Avrupa, Bat?
Avrupa, Bat?--Siyaset ve Yönetim--1989-
Rusya (Federasyon)--Siyaset ve Yönetim--1991-"
000113247001,E 741/.M672,America since 1900,"United States--History--20th Century
United States--Politics and Government--20th Century
Birle?ik Devletler--Tarih--20. Yüzy?l
Birle?ik Devletler--Siyaset ve Yönetim--20. Yüzy?l"
000113252001,B 790/.O94,The Oxford handbook of contemporary philosophy,"Philosophy, Modern--Handbooks, Manuals, etc.
Felsefe, Modern--El Kitaplar?, Rehberler, vb."
000113253001,Q 180.55 .G77/T73,Transnational intellectual networks : forms of academic knowledge and the search for cultural identities,"Group Work in Research--Europe--History
Academic Writing--Europe--History
Universities and Colleges--Europe--History
Research Institutes--Europe--History
University Cooperation--Europe--History
Europe--Intellectual Life--19th Century
Europe--Intellectual Life--20th Century
Grup Çal??mas?, Ara?t?rmada--Avrupa--Tarih
Akademik Yaz?m--Avrupa--Tarih
Üniversiteler ve Yüksek Okullar--Avrupa--Tarih
Ara?t?rma Enstitüleri--Avrupa--Tarih
Üniversite ??birli?i--Avrupa--Tarih
Avrupa--Kültürel Ya?am--19. Yüzy?l
Avrupa--Kültürel Ya?am--20. Yüzy?l"
000113255001,KKX 3220/.A85,Rekabet hukuku dersleri,"Competition Law--Turkey
Rekabet Hukuku--Türkiye"
000113258001,JC 311/.C67,Ulus devletin dönü?ümü ve me?ruluk sorunu,"Nationalism
Nationalism--Social Aspects
Globalization
Milliyetçilik
Milliyetçilik--Sosyal Yönler
Küreselle?me"
000113259001,KKX 883.5/.K55,Kira hukukundan do?an tahliye tespit uyarlama tazminat ve alacak davalar? : (ö?reti - aç?klama - yorum),"Litigation--Eviction--Turkey
Kira Davalar?--Tahliye--Türkiye"
000113260001,HF 5415 .R54/P39,Pazarlaman?n 22 kural? = The immutable laws of marketing,"Marketing--Rules and Practice
Pazarlama--Kurallar ve Uygulama"
000113269001,TJ 223 .P76/M66,Programming Arduino : getting started with sketches,"Arduino (Programmable Controller)
Programmable Controllers
Arduino (Programlanabilir Denetleyici)
Programlanabilir Denetleyiciler"
000113270001,LA 628/.V63,Universities and reflexive modernity : institutional ambiguities and unintended consequences,"Education, Higher--Europe
Educational Change--Europe
Universities and Colleges--Europe
Civilization, Modern
E?itim, Yüksek--Avrupa
E?itimsel De?i?im--Avrupa
Üniversiteler ve Yüksek Okullar--Avrupa
Medeniyet, Modern"
000113272001,LC 67.6/.U552,Universities and globalization : critical perspectives,"Education, Higher--Economic Aspects
Education, Higher--Social Aspects
Education, Higher--Aims and Objectives
Universities and Colleges--Administration
E?itim, Yüksek--Ekonomik Yönler
E?itim, Yüksek--Sosyal Yönler
E?itim, Yüksek--Hedefler ve Amaçlar
Üniversiteler ve Yüksek Okullar--?dare"
000113273001,LA 227.4/.B59,American higher education in crisis? : what everyone needs to know,"Education, Higher--United States
Universities and Colleges--United States
Education, Higher--Aims and Objectives--United States
E?itim, Yüksek--Birle?ik Devletler
Üniversiteler ve Yüksek Okullar--Birle?ik Devletler
E?itim, Yüksek--Hedefler ve Amaçlar--Birle?ik Devletler"
